id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1050380287757246469,CMolinaSanchez,"RT @ssmirash: 'We are not artists' 
I don't know - the way @HDSsteven and his team @4DMax_Ltd can recreate real faces and places virtually looks like an art form to me! #DigiDoc2018  @HESEngineShed https://t.co/mhqyGjXt1t",Thu Oct 11 13:39:10 +0000 2018,11/10/2018 14:39:10,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380287757246469,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ssmirash"",""name"":""Sophia Mirashrafi"",""id"":973937483221291000,""id_str"":""973937483221291013"",""indices"":[3,12]},{""screen_name"":""HDSsteven"",""name"":""Steven Ramsey"",""id"":885252080,""id_str"":""885252080"",""indices"":[59,69]},{""screen_name"":""4DMax_Ltd"",""name"":""4DMax"",""id"":247750812,""id_str"":""247750812"",""indices"":[83,93]}],""urls"":[]}"
1050380336369160192,CMolinaSanchez,"RT @DigItScotland: Representing us at #DigiDoc2018 is our intern @JenLo1993! 👋

Reporting on the event, Jennifer said its aim is ""to draw attention to where technology, culture and heritage meet. There's also a big emphasis on public engagement and accessibility to technology in heritage."" 👩‍💻🏰 https://t.co/LtLwrcZj6Y",Thu Oct 11 13:39:21 +0000 2018,11/10/2018 14:39:21,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380336369160192,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[38,50]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DigItScotland"",""name"":""Dig It!"",""id"":1634959669,""id_str"":""1634959669"",""indices"":[3,17]},{""screen_name"":""JenLo1993"",""name"":""Jennifer Allison"",""id"":796484189768056800,""id_str"":""796484189768056832"",""indices"":[65,75]}],""urls"":[]}"
1050380357592334336,CMolinaSanchez,RT @Scottish3D: @HDSsteven of @4DMax_Ltd now talking at #DigiDoc2018 on use of digital documentation in SFX for film industry. They’ve been involved in dev on one or two films....! https://t.co/ViMgaFF8RL,Thu Oct 11 13:39:27 +0000 2018,11/10/2018 14:39:27,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380357592334336,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[56,68]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Scottish3D"",""name"":""Scottish 3D"",""id"":171428877,""id_str"":""171428877"",""indices"":[3,14]},{""screen_name"":""HDSsteven"",""name"":""Steven Ramsey"",""id"":885252080,""id_str"":""885252080"",""indices"":[16,26]},{""screen_name"":""4DMax_Ltd"",""name"":""4DMax"",""id"":247750812,""id_str"":""247750812"",""indices"":[30,40]}],""urls"":[]}"
1050380497803767808,CMolinaSanchez,"RT @HESEngineShed: What a session from Vince Rossi @3D_Digi_SI  @smithsonian  and Pedro Santos @Fraunhofer_IGD !

💥 Colour #3D printing
💥 An automated #digital documentation conveyor belt
💥 Woolly mammoths &amp; triceratops...

More #DigiDoc2018 this afternoon! https://t.co/ht5tk2XCSt",Thu Oct 11 13:40:00 +0000 2018,11/10/2018 14:40:00,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380497803767808,"{""hashtags"":[{""text"":""3D"",""indices"":[123,126]}],""symbols"":[],""user_mentions"":[{""screen_name"":""HESEngineShed"",""name"":""The Engine Shed"",""id"":768088148417151000,""id_str"":""768088148417150976"",""indices"":[3,17]},{""screen_name"":""3D_Digi_SI"",""name"":""Smithsonian 3D"",""id"":127108489,""id_str"":""127108489"",""indices"":[51,62]},{""screen_name"":""smithsonian"",""name"":""Smithsonian"",""id"":14199378,""id_str"":""14199378"",""indices"":[64,76]},{""screen_name"":""Fraunhofer_IGD"",""name"":""Fraunhofer IGD"",""id"":46112564,""id_str"":""46112564"",""indices"":[95,110]}],""urls"":[]}"
1050380524764712960,CMolinaSanchez,RT @sofia_antonop: #photogrammetry #metadata should allow you to track and recreate every decision you made in your production pipeline @3D_Digi_SI - and tools to automate metadata creation!! #DigiDoc2018 https://t.co/RR9uxsMIjZ,Thu Oct 11 13:40:06 +0000 2018,11/10/2018 14:40:06,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380524764712960,"{""hashtags"":[{""text"":""photogrammetry"",""indices"":[19,34]},{""text"":""metadata"",""indices"":[35,44]}],""symbols"":[],""user_mentions"":[{""screen_name"":""sofia_antonop"",""name"":""Sofia Antonopoulou"",""id"":3853419917,""id_str"":""3853419917"",""indices"":[3,17]}],""urls"":[]}"
1050380531546886144,msruthieq,Fantastic talk by Claire Spencer Cook from @nexusstories on successful app development #DigiDoc2018,Thu Oct 11 13:40:08 +0000 2018,11/10/2018 14:40:08,,en,,,96736774,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/893928554190299137/LEQMhpxf_normal.jpg,126,201,,http://twitter.com/msruthieq/statuses/1050380531546886144,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[87,99]}],""symbols"":[],""user_mentions"":[{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[43,56]}],""urls"":[]}"
1050380574404292610,CMolinaSanchez,RT @pettigrew_s: Feel like a child in a sweetie shop this morning at #DigiDoc2018 https://t.co/Y7JXH4inGn,Thu Oct 11 13:40:18 +0000 2018,11/10/2018 14:40:18,,en,,,375063723,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/922587864210313222/tY3LfvI__normal.jpg,1310,1924,"Scotland, United Kingdom",http://twitter.com/CMolinaSanchez/statuses/1050380574404292610,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[69,81]}],""symbols"":[],""user_mentions"":[{""screen_name"":""pettigrew_s"",""name"":""Susan Pettigrew"",""id"":1579608540,""id_str"":""1579608540"",""indices"":[3,15]}],""urls"":[],""media"":[{""id"":1050347762859081700,""id_str"":""1050347762859081728"",""indices"":[82,105],""media_url"":""http://pbs.twimg.com/media/DpOVua_XgAANHL6.jpg"",""media_url_https"":""https://pbs.twimg.com/media/DpOVua_XgAANHL6.jpg"",""url"":""https://t.co/Y7JXH4inGn"",""display_url"":""pic.twitter.com/Y7JXH4inGn"",""expanded_url"":""https://twitter.com/pettigrew_s/status/1050347776847110144/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":2048,""h"":1332,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":1200,""h"":780,""resize"":""fit""},""small"":{""w"":680,""h"":442,""resize"":""fit""}},""source_status_id"":1050347776847110100,""source_status_id_str"":""1050347776847110144"",""source_user_id"":1579608540,""source_user_id_str"":""1579608540""}]}"
1050380866373996546,cawston,The Notable Women app looks great from @nexusstories https://t.co/vly2SMM8QX #Digidoc2018,Thu Oct 11 13:41:28 +0000 2018,11/10/2018 14:41:28,,en,,,16851152,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/846673067971678209/2R4wSPuv_normal.jpg,1438,1493,Edinburgh,http://twitter.com/cawston/statuses/1050380866373996546,"{""hashtags"":[{""text"":""Digidoc2018"",""indices"":[77,89]}],""symbols"":[],""user_mentions"":[{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[39,52]}],""urls"":[{""url"":""https://t.co/vly2SMM8QX"",""expanded_url"":""https://m.youtube.com/watch?time_continue=7&v=1peWF8ThC8Y"",""display_url"":""m.youtube.com/watch?time_con…"",""indices"":[53,76]}]}"
1050380930492317696,DEJPett,RT @cawston: The Notable Women app looks great from @nexusstories https://t.co/vly2SMM8QX #Digidoc2018,Thu Oct 11 13:41:43 +0000 2018,11/10/2018 14:41:43,,en,,,12640312,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/914843379439214592/pi0K43PJ_normal.jpg,7860,2689,Θάλασσα/ Aldbury/ Cambridge,http://twitter.com/DEJPett/statuses/1050380930492317696,"{""hashtags"":[{""text"":""Digidoc2018"",""indices"":[90,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""cawston"",""name"":""Röb Cåwstôn"",""id"":16851152,""id_str"":""16851152"",""indices"":[3,11]},{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[52,65]}],""urls"":[{""url"":""https://t.co/vly2SMM8QX"",""expanded_url"":""https://m.youtube.com/watch?time_continue=7&v=1peWF8ThC8Y"",""display_url"":""m.youtube.com/watch?time_con…"",""indices"":[66,89]}]}"
1050381005054455810,NTS_archaeology,RT @Scottish3D: Heart and warmth in our interactive storytelling experiences - Claire Spencer Cook @nexusstories at #DigiDoc2018 Great to see their developments for #AR to engage audiences https://t.co/DNyFY3ww8i,Thu Oct 11 13:42:01 +0000 2018,11/10/2018 14:42:01,,en,,,1709611718,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",http://pbs.twimg.com/profile_images/378800000473601936/e711485f023bf98614afc307e64f79fa_normal.jpeg,6904,2706,Scotland,http://twitter.com/NTS_archaeology/statuses/1050381005054455810,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[116,128]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Scottish3D"",""name"":""Scottish 3D"",""id"":171428877,""id_str"":""171428877"",""indices"":[3,14]},{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[99,112]}],""urls"":[]}"
1050381098172211200,c_rixten,RT @Scottish3D: Heart and warmth in our interactive storytelling experiences - Claire Spencer Cook @nexusstories at #DigiDoc2018 Great to see their developments for #AR to engage audiences https://t.co/DNyFY3ww8i,Thu Oct 11 13:42:23 +0000 2018,11/10/2018 14:42:23,,en-gb,,,910137612312211456,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/914858384310046721/zD1wYVwN_normal.jpg,85,171,"Edinburgh, Scotland",http://twitter.com/c_rixten/statuses/1050381098172211200,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[116,128]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Scottish3D"",""name"":""Scottish 3D"",""id"":171428877,""id_str"":""171428877"",""indices"":[3,14]},{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[99,112]}],""urls"":[]}"
1050381198843936768,DEJPett,500gb/s! #DigiDoc2018 There's that big digital divide hollering loudly from the back of the room and being glossed over slightly.,Thu Oct 11 13:42:47 +0000 2018,11/10/2018 14:42:47,,en,,,12640312,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/914843379439214592/pi0K43PJ_normal.jpg,7860,2689,Θάλασσα/ Aldbury/ Cambridge,http://twitter.com/DEJPett/statuses/1050381198843936768,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[9,21]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
1050381352254750722,LZSou,"Really cool AR app by @nexusstories putting the accomplishments of US women on US banknotes, just mentioned at #DigiDoc2018 @HESEngineShed https://t.co/nxLB7tOhw3",Thu Oct 11 13:43:24 +0000 2018,11/10/2018 14:43:24,,en,,,30481334,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/992850072986636288/gOZB5Z-v_normal.jpg,287,138,"England, United Kingdom",http://twitter.com/LZSou/statuses/1050381352254750722,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[111,123]}],""symbols"":[],""user_mentions"":[{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[22,35]},{""screen_name"":""HESEngineShed"",""name"":""The Engine Shed"",""id"":768088148417151000,""id_str"":""768088148417150976"",""indices"":[124,138]}],""urls"":[{""url"":""https://t.co/nxLB7tOhw3"",""expanded_url"":""https://twitter.com/feeldesain/status/1047104167326703617"",""display_url"":""twitter.com/feeldesain/sta…"",""indices"":[139,162]}]}"
1050381352254750722,LZSou,"Really cool AR app by @nexusstories putting the accomplishments of US women on US banknotes, just mentioned at #DigiDoc2018 @HESEngineShed https://t.co/nxLB7tOhw3",Thu Oct 11 13:43:24 +0000 2018,11/10/2018 14:43:24,,en,,,30481334,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/992850072986636288/gOZB5Z-v_normal.jpg,287,138,"England, United Kingdom",http://twitter.com/LZSou/statuses/1050381352254750722,"{""hashtags"":[{""text"":""DigiDoc2018"",""indices"":[111,123]}],""symbols"":[],""user_mentions"":[{""screen_name"":""nexusstories"",""name"":""Nexus Studios"",""id"":191016067,""id_str"":""191016067"",""indices"":[22,35]},{""screen_name"":""HESEngineShed"",""name"":""The Engine Shed"",""id"":768088148417151000,""id_str"":""768088148417150976"",""indices"":[124,138]}],""urls"":[{""url"":""https://t.co/nxLB7tOhw3"",""expanded_url"":""https://twitter.com/feeldesain/status/1047104167326703617"",""display_url"":""twitter.com/feeldesain/sta…"",""indices"":[139,162]}]}"
1050381417098694656,c_rixten,"RT @lidhlaw: Audience-centred, emotive storytelling, considering different 'personas' and democratising collections to anyone with a smartphone @nexusstories #DigiDoc2018 https://t.co/5PCPixPGPK",Thu Oct 11 13:43:39 +0000 2018,11/10/2018 14:43:39,,en-gb,,,910137612312211456,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/914858384310046721/zD1wYVwN_normal.jpg,85,172,"Edinburgh, Scotland",http://twitter.com/c_rixten/statuses/1050381417098694656,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""lidhlaw"",""name"":""Eilidh Lawrence"",""id"":1010184310119456800,""id_str"":""1010184310119456768"",""indices"":[3,11]}],""urls"":[]}"
